"_id","id","date_time","time","weekday","special","cType","start_section","end_section"
"6107c7cf2cc076f9679f678c",377,"12:24:15",1627899855,"sunday",0,"Van",3,4
"6107c7cf2cc076f9679f678d",6,"12:24:15",1627899855,"sunday",0,"Private",2,3
"6107c7cf2cc076f9679f678e",512,"12:24:15",1627899855,"sunday",0,"Van",2,3
"6107c7cf2cc076f9679f678f",540,"12:24:15",1627899855,"sunday",0,"Private",3,4
"6107c7d02cc076f9679f6790",810,"12:24:16",1627899856,"sunday",0,"Private",2,4
"6107c7d02cc076f9679f6791",1,"12:24:16",1627899856,"sunday",0,"Private",3,4
"6107c7d02cc076f9679f6792",623,"12:24:16",1627899856,"sunday",0,"Private",2,4
"6107c7d02cc076f9679f6793",4,"12:24:16",1627899856,"sunday",0,"Private",4,5
"6107c7d02cc076f9679f6794",267,"12:24:16",1627899856,"sunday",0,"Truck",4,6
"6107c7d02cc076f9679f6795",996,"12:24:16",1627899856,"sunday",0,"Van",3,4
"6107c7d02cc076f9679f6796",17,"12:24:16",1627899856,"sunday",0,"Private",2,4
"6107c7d02cc076f9679f6797",991,"12:24:16",1627899856,"sunday",0,"Private",3,4
"6107c7d02cc076f9679f6798",322,"12:24:16",1627899856,"sunday",0,"Private",2,3
"6107c7d02cc076f9679f6799",511,"12:24:16",1627899856,"sunday",0,"Truck",4,6
"6107c7d02cc076f9679f679a",536,"12:24:16",1627899856,"sunday",0,"Private",2,3
"6107c7d02cc076f9679f679b",321,"12:24:16",1627899856,"sunday",0,"Van",2,3
"6107c7d02cc076f9679f679c",480,"12:24:16",1627899856,"sunday",0,"Van",3,4
"6107c7d12cc076f9679f679d",249,"12:24:17",1627899857,"sunday",0,"Private",2,4
"6107c7d12cc076f9679f679e",310,"12:24:17",1627899857,"sunday",0,"Private",2,4
"6107c7d12cc076f9679f679f",548,"12:24:17",1627899857,"sunday",0,"Truck",2,4
"6107c7d12cc076f9679f67a0",722,"12:24:17",1627899857,"sunday",0,"Private",2,4
"6107c7d12cc076f9679f67a1",672,"12:24:17",1627899857,"sunday",0,"Private",4,5
"6107c7d12cc076f9679f67a2",715,"12:24:17",1627899857,"sunday",0,"Van",2,3
"6107c7d12cc076f9679f67a3",700,"12:24:17",1627899857,"sunday",0,"Private",2,4
"6107c7d12cc076f9679f67a4",504,"12:24:17",1627899857,"sunday",0,"Van",3,5
"6107c7d12cc076f9679f67a5",736,"12:24:16",1627899856,"sunday",0,"Private",2,3
"6107c7d12cc076f9679f67a6",139,"12:24:17",1627899857,"sunday",0,"Van",3,4
"6107c7d12cc076f9679f67a7",107,"12:24:17",1627899857,"sunday",0,"Private",2,3
"6107c7d12cc076f9679f67a8",938,"12:24:17",1627899857,"sunday",0,"Private",4,5
"6107c7d22cc076f9679f67a9",794,"12:24:18",1627899858,"sunday",0,"Truck",5,6
"6107c7d22cc076f9679f67aa",849,"12:24:18",1627899858,"sunday",0,"Private",3,4
"6107c7d22cc076f9679f67ab",335,"12:24:18",1627899858,"sunday",0,"Truck",2,4
"6107c7d22cc076f9679f67ac",243,"12:24:18",1627899858,"sunday",0,"Private",5,6
"6107c7d22cc076f9679f67ad",264,"12:24:18",1627899858,"sunday",0,"Private",2,4
"6107c7d22cc076f9679f67ae",699,"12:24:18",1627899858,"sunday",0,"Van",3,4
"6107c7d32cc076f9679f67af",459,"12:24:19",1627899859,"sunday",0,"Private",2,4
"6107c7d32cc076f9679f67b0",550,"12:24:19",1627899859,"sunday",0,"Private",2,4
"6107c7d32cc076f9679f67b1",752,"12:24:19",1627899859,"sunday",0,"Private",2,4
"6107c7d32cc076f9679f67b2",726,"12:24:19",1627899859,"sunday",0,"Truck",2,4
"6107c7d32cc076f9679f67b3",174,"12:24:19",1627899859,"sunday",0,"Van",1,2
"6107c7d32cc076f9679f67b4",943,"12:24:19",1627899859,"sunday",0,"Private",2,4
"6107c7d32cc076f9679f67b5",81,"12:24:19",1627899859,"sunday",0,"Private",2,4
"6107c7d32cc076f9679f67b7",998,"12:24:19",1627899859,"sunday",0,"Private",3,5
"6107c7d32cc076f9679f67b6",220,"12:24:19",1627899859,"sunday",0,"Private",3,4
"6107c7d42cc076f9679f67b8",845,"12:24:20",1627899860,"sunday",0,"Private",3,5
"6107c7d42cc076f9679f67b9",832,"12:24:20",1627899860,"sunday",0,"Private",4,5
"6107c7d42cc076f9679f67ba",848,"12:24:20",1627899860,"sunday",0,"Private",2,4
"6107c7d42cc076f9679f67bb",307,"12:24:20",1627899860,"sunday",0,"Private",2,4
"6107c7d52cc076f9679f67bc",901,"12:24:21",1627899861,"sunday",0,"Private",3,4
"6107c7d52cc076f9679f67bd",951,"12:24:21",1627899861,"sunday",0,"Private",2,4
"6107c7d52cc076f9679f67be",912,"12:24:21",1627899861,"sunday",0,"Van",3,4
"6107c7d52cc076f9679f67bf",341,"12:24:21",1627899861,"sunday",0,"Van",3,4
"6107c7d52cc076f9679f67c0",202,"12:24:21",1627899861,"sunday",0,"Private",4,6
"6107c7d52cc076f9679f67c1",326,"12:24:21",1627899861,"sunday",0,"Truck",3,5
"6107c7d52cc076f9679f67c2",126,"12:24:21",1627899861,"sunday",0,"Truck",2,4
"6107c7d52cc076f9679f67c3",604,"12:24:21",1627899861,"sunday",0,"Van",2,4
"6107c7d52cc076f9679f67c4",348,"12:24:21",1627899861,"sunday",0,"Truck",5,6
"6107c7d52cc076f9679f67c5",375,"12:24:21",1627899861,"sunday",0,"Truck",5,6
"6107c7d52cc076f9679f67c6",695,"12:24:21",1627899861,"sunday",0,"Private",2,4
"6107c7d62cc076f9679f67c7",805,"12:24:22",1627899862,"sunday",0,"Van",2,3
"6107c7d62cc076f9679f67c8",870,"12:24:22",1627899862,"sunday",0,"Private",2,4
"6107c7d62cc076f9679f67c9",578,"12:24:22",1627899862,"sunday",0,"Truck",2,3
"6107c7d62cc076f9679f67ca",49,"12:24:22",1627899862,"sunday",0,"Van",2,4
"6107c7d62cc076f9679f67cb",108,"12:24:22",1627899862,"sunday",0,"Private",4,5
"6107c7d62cc076f9679f67cc",234,"12:24:22",1627899862,"sunday",0,"Private",2,4
"6107c7d62cc076f9679f67cd",142,"12:24:22",1627899862,"sunday",0,"Truck",2,4
"6107c7d62cc076f9679f67ce",229,"12:24:22",1627899862,"sunday",0,"Truck",3,6
"6107c7d62cc076f9679f67cf",28,"12:24:22",1627899862,"sunday",0,"Private",3,4
"6107c7d62cc076f9679f67d0",276,"12:24:22",1627899862,"sunday",0,"Van",1,2
"6107c7d62cc076f9679f67d1",272,"12:24:22",1627899862,"sunday",0,"Private",5,6
"6107c7d72cc076f9679f67d2",775,"12:24:23",1627899863,"sunday",0,"Van",2,3
"6107c7d72cc076f9679f67d3",915,"12:24:23",1627899863,"sunday",0,"Van",3,5
"6107c7d72cc076f9679f67d4",777,"12:24:23",1627899863,"sunday",0,"Private",2,4
"6107c7d72cc076f9679f67d5",379,"12:24:23",1627899863,"sunday",0,"Private",4,5
"6107c7d72cc076f9679f67d6",184,"12:24:23",1627899863,"sunday",0,"Private",4,5
"6107c7d72cc076f9679f67d7",60,"12:24:23",1627899863,"sunday",0,"Private",4,5
"6107c7d72cc076f9679f67d8",403,"12:24:23",1627899863,"sunday",0,"Van",2,3
"6107c7d82cc076f9679f67d9",241,"12:24:24",1627899864,"sunday",0,"Truck",4,6
"6107c7d82cc076f9679f67da",427,"12:24:24",1627899864,"sunday",0,"Private",3,5
"6107c7d82cc076f9679f67db",429,"12:24:24",1627899864,"sunday",0,"Van",2,3
"6107c7d82cc076f9679f67dc",753,"12:24:24",1627899864,"sunday",0,"Private",1,3
"6107c7d82cc076f9679f67dd",827,"12:24:24",1627899864,"sunday",0,"Private",4,5
"6107c7d82cc076f9679f67de",789,"12:24:24",1627899864,"sunday",0,"Private",2,4
"6107c7d82cc076f9679f67df",29,"12:24:24",1627899864,"sunday",0,"Private",2,4
"6107c7d82cc076f9679f67e0",52,"12:24:24",1627899864,"sunday",0,"Private",4,5
"6107c7d82cc076f9679f67e1",168,"12:24:24",1627899864,"sunday",0,"Truck",3,6
"6107c7d82cc076f9679f67e2",41,"12:24:24",1627899864,"sunday",0,"Private",4,6
"6107c7d82cc076f9679f67e3",82,"12:24:24",1627899864,"sunday",0,"Van",4,5
"6107c7d92cc076f9679f67e4",96,"12:24:25",1627899865,"sunday",0,"Private",3,4
"6107c7d92cc076f9679f67e5",192,"12:24:25",1627899865,"sunday",0,"Van",1,2
"6107c7d92cc076f9679f67e7",201,"12:24:25",1627899865,"sunday",0,"Truck",3,6
"6107c7d92cc076f9679f67e6",178,"12:24:25",1627899865,"sunday",0,"Van",1,2
"6107c7d92cc076f9679f67e8",586,"12:24:25",1627899865,"sunday",0,"Private",3,4
"6107c7d92cc076f9679f67ea",455,"12:24:25",1627899865,"sunday",0,"Private",2,4
"6107c7d92cc076f9679f67eb",176,"12:24:25",1627899865,"sunday",0,"Truck",3,6
"6107c7d92cc076f9679f67e9",417,"12:24:25",1627899865,"sunday",0,"Van",2,3
"6107c7d92cc076f9679f67ec",555,"12:24:25",1627899865,"sunday",0,"Van",1,2
"6107c7d92cc076f9679f67ed",570,"12:24:25",1627899865,"sunday",0,"Private",4,5
"6107c7d92cc076f9679f67ee",969,"12:24:25",1627899865,"sunday",0,"Van",1,2
"6107c7d92cc076f9679f67f0",818,"12:24:25",1627899865,"sunday",0,"Van",2,3
"6107c7d92cc076f9679f67ef",744,"12:24:25",1627899865,"sunday",0,"Private",1,4
"6107c7d92cc076f9679f67f1",982,"12:24:25",1627899865,"sunday",0,"Private",3,5
"6107c7da2cc076f9679f67f3",144,"12:24:26",1627899866,"sunday",0,"Private",2,4
"6107c7da2cc076f9679f67f2",145,"12:24:26",1627899866,"sunday",0,"Van",4,6
"6107c7da2cc076f9679f67f5",182,"12:24:26",1627899866,"sunday",0,"Van",2,3
"6107c7da2cc076f9679f67f4",468,"12:24:26",1627899866,"sunday",0,"Van",3,4
"6107c7db2cc076f9679f67f6",966,"12:24:27",1627899867,"sunday",0,"Private",3,4
"6107c7db2cc076f9679f67f7",93,"12:24:27",1627899867,"sunday",0,"Private",5,6
"6107c7db2cc076f9679f67f8",426,"12:24:27",1627899867,"sunday",0,"Private",4,5
"6107c7db2cc076f9679f67f9",439,"12:24:27",1627899867,"sunday",0,"Private",2,4
"6107c7db2cc076f9679f67fa",361,"12:24:27",1627899867,"sunday",0,"Private",2,4
"6107c7db2cc076f9679f67fb",571,"12:24:27",1627899867,"sunday",0,"Van",1,2
"6107c7db2cc076f9679f67fc",467,"12:24:27",1627899867,"sunday",0,"Private",2,3
"6107c7db2cc076f9679f67fd",618,"12:24:27",1627899867,"sunday",0,"Truck",1,5
"6107c7db2cc076f9679f67fe",824,"12:24:27",1627899867,"sunday",0,"Van",2,3
"6107c7db2cc076f9679f67ff",520,"12:24:27",1627899867,"sunday",0,"Van",1,2
"6107c7db2cc076f9679f6800",654,"12:24:27",1627899867,"sunday",0,"Truck",2,4
"6107c7db2cc076f9679f6801",809,"12:24:27",1627899867,"sunday",0,"Private",4,6
"6107c7db2cc076f9679f6802",708,"12:24:27",1627899867,"sunday",0,"Private",2,4
"6107c7db2cc076f9679f6803",914,"12:24:27",1627899867,"sunday",0,"Private",2,4
"6107c7dc2cc076f9679f6804",507,"12:24:28",1627899868,"sunday",0,"Van",3,4
"6107c7dc2cc076f9679f6805",517,"12:24:28",1627899868,"sunday",0,"Van",3,5
"6107c7dc2cc076f9679f6806",928,"12:24:28",1627899868,"sunday",0,"Van",1,2
"6107c7dc2cc076f9679f6807",631,"12:24:28",1627899868,"sunday",0,"Private",3,4
"6107c7dc2cc076f9679f6808",23,"12:24:28",1627899868,"sunday",0,"Truck",1,5
"6107c7dc2cc076f9679f6809",51,"12:24:28",1627899868,"sunday",0,"Private",3,4
"6107c7dc2cc076f9679f680a",14,"12:24:28",1627899868,"sunday",0,"Private",3,4
"6107c7dd2cc076f9679f680b",662,"12:24:29",1627899869,"sunday",0,"Private",2,4
"6107c7dd2cc076f9679f680d",621,"12:24:28",1627899868,"sunday",0,"Truck",2,4
"6107c7dd2cc076f9679f680c",122,"12:24:29",1627899869,"sunday",0,"Van",2,3
"6107c7dd2cc076f9679f680e",956,"12:24:29",1627899869,"sunday",0,"Private",4,5
"6107c7dd2cc076f9679f680f",779,"12:24:29",1627899869,"sunday",0,"Private",1,2
"6107c7dd2cc076f9679f6810",147,"12:24:29",1627899869,"sunday",0,"Private",5,6
"6107c7dd2cc076f9679f6811",165,"12:24:29",1627899869,"sunday",0,"Truck",3,6
"6107c7dd2cc076f9679f6812",434,"12:24:29",1627899869,"sunday",0,"Van",3,4
"6107c7dd2cc076f9679f6813",476,"12:24:29",1627899869,"sunday",0,"Van",2,3
"6107c7de2cc076f9679f6814",76,"12:24:30",1627899870,"sunday",0,"Van",3,4
"6107c7de2cc076f9679f6815",70,"12:24:30",1627899870,"sunday",0,"Private",2,4
"6107c7de2cc076f9679f6816",209,"12:24:30",1627899870,"sunday",0,"Truck",2,4
"6107c7de2cc076f9679f6817",408,"12:24:30",1627899870,"sunday",0,"Private",1,5
"6107c7de2cc076f9679f6818",569,"12:24:30",1627899870,"sunday",0,"Van",2,3
"6107c7de2cc076f9679f6819",477,"12:24:30",1627899870,"sunday",0,"Van",1,2
"6107c7de2cc076f9679f681a",921,"12:24:30",1627899870,"sunday",0,"Private",2,4
"6107c7df2cc076f9679f681b",652,"12:24:31",1627899871,"sunday",0,"Private",2,4
"6107c7df2cc076f9679f681c",470,"12:24:31",1627899871,"sunday",0,"Private",5,6
"6107c7df2cc076f9679f681d",772,"12:24:31",1627899871,"sunday",0,"Van",3,4
"6107c7df2cc076f9679f681e",678,"12:24:31",1627899871,"sunday",0,"Van",3,4
"6107c7df2cc076f9679f681f",790,"12:24:31",1627899871,"sunday",0,"Private",2,4
"6107c7df2cc076f9679f6820",239,"12:24:31",1627899871,"sunday",0,"Truck",2,4
"6107c7df2cc076f9679f6821",286,"12:24:31",1627899871,"sunday",0,"Van",2,3
"6107c7df2cc076f9679f6822",714,"12:24:31",1627899871,"sunday",0,"Private",1,3
"6107c7e02cc076f9679f6823",798,"12:24:32",1627899872,"sunday",0,"Private",1,4
"6107c7e02cc076f9679f6824",602,"12:24:32",1627899872,"sunday",0,"Private",2,4
"6107c7e02cc076f9679f6825",903,"12:24:32",1627899872,"sunday",0,"Truck",5,6
"6107c7e02cc076f9679f6826",934,"12:24:32",1627899872,"sunday",0,"Truck",3,5
"6107c7e02cc076f9679f6827",990,"12:24:32",1627899872,"sunday",0,"Private",5,6
"6107c7e02cc076f9679f6828",219,"12:24:32",1627899872,"sunday",0,"Private",2,4
"6107c7e12cc076f9679f6829",333,"12:24:33",1627899873,"sunday",0,"Van",2,3
"6107c7e12cc076f9679f682a",445,"12:24:33",1627899873,"sunday",0,"Private",4,6
"6107c7e12cc076f9679f682b",369,"12:24:33",1627899873,"sunday",0,"Private",2,4
"6107c7e12cc076f9679f682c",694,"12:24:33",1627899873,"sunday",0,"Private",1,5
"6107c7e12cc076f9679f682d",807,"12:24:33",1627899873,"sunday",0,"Private",2,4
"6107c7e12cc076f9679f682e",854,"12:24:33",1627899873,"sunday",0,"Van",3,4
"6107c7e12cc076f9679f682f",463,"12:24:33",1627899873,"sunday",0,"Private",4,5
"6107c7e12cc076f9679f6830",891,"12:24:33",1627899873,"sunday",0,"Private",2,4
"6107c7e12cc076f9679f6831",865,"12:24:33",1627899873,"sunday",0,"Private",2,4
"6107c7e12cc076f9679f6832",592,"12:24:33",1627899873,"sunday",0,"Private",2,4
"6107c7e12cc076f9679f6833",904,"12:24:33",1627899873,"sunday",0,"Private",2,4
"6107c7e12cc076f9679f6834",173,"12:24:33",1627899873,"sunday",0,"Private",2,4
"6107c7e22cc076f9679f6835",387,"12:24:34",1627899874,"sunday",0,"Truck",1,5
"6107c7e22cc076f9679f6836",382,"12:24:34",1627899874,"sunday",0,"Private",3,4
"6107c7e22cc076f9679f6837",482,"12:24:34",1627899874,"sunday",0,"Truck",1,6
"6107c7e22cc076f9679f6838",265,"12:24:33",1627899873,"sunday",0,"Private",3,4
"6107c7e22cc076f9679f6839",734,"12:24:34",1627899874,"sunday",0,"Private",4,6
"6107c7e22cc076f9679f683b",856,"12:24:34",1627899874,"sunday",0,"Truck",3,6
"6107c7e22cc076f9679f683a",483,"12:24:34",1627899874,"sunday",0,"Private",2,4
"6107c7e22cc076f9679f683c",384,"12:24:33",1627899873,"sunday",0,"Private",1,2
"6107c7e22cc076f9679f683d",67,"12:24:34",1627899874,"sunday",0,"Van",3,4
"6107c7e22cc076f9679f683e",899,"12:24:34",1627899874,"sunday",0,"Private",2,4
"6107c7e22cc076f9679f683f",973,"12:24:34",1627899874,"sunday",0,"Private",2,3
"6107c7e32cc076f9679f6840",233,"12:24:35",1627899875,"sunday",0,"Truck",1,6
"6107c7e32cc076f9679f6841",257,"12:24:35",1627899875,"sunday",0,"Van",3,4
"6107c7e32cc076f9679f6842",336,"12:24:35",1627899875,"sunday",0,"Private",3,4
"6107c7e32cc076f9679f6843",293,"12:24:35",1627899875,"sunday",0,"Private",4,5
"6107c7e32cc076f9679f6844",465,"12:24:35",1627899875,"sunday",0,"Van",3,4
"6107c7e32cc076f9679f6845",590,"12:24:35",1627899875,"sunday",0,"Private",3,4
"6107c7e32cc076f9679f6846",816,"12:24:35",1627899875,"sunday",0,"Truck",2,4
"6107c7e32cc076f9679f6847",749,"12:24:35",1627899875,"sunday",0,"Van",3,4
"6107c7e32cc076f9679f6848",663,"12:24:35",1627899875,"sunday",0,"Truck",1,6
"6107c7e42cc076f9679f6849",200,"12:24:36",1627899876,"sunday",0,"Truck",1,6
"6107c7e42cc076f9679f684a",242,"12:24:36",1627899876,"sunday",0,"Private",4,5
"6107c7e42cc076f9679f684b",118,"12:24:36",1627899876,"sunday",0,"Private",5,6
"6107c7e42cc076f9679f684c",253,"12:24:36",1627899876,"sunday",0,"Truck",1,6
"6107c7e42cc076f9679f684d",302,"12:24:36",1627899876,"sunday",0,"Private",4,6
"6107c7e42cc076f9679f684f",120,"12:24:36",1627899876,"sunday",0,"Truck",1,6
"6107c7e42cc076f9679f684e",283,"12:24:36",1627899876,"sunday",0,"Private",3,4
"6107c7e42cc076f9679f6850",245,"12:24:36",1627899876,"sunday",0,"Private",2,4
"6107c7e42cc076f9679f6851",330,"12:24:36",1627899876,"sunday",0,"Private",3,4
"6107c7e42cc076f9679f6852",404,"12:24:36",1627899876,"sunday",0,"Private",4,5
"6107c7e42cc076f9679f6853",636,"12:24:36",1627899876,"sunday",0,"Truck",2,4
"6107c7e42cc076f9679f6854",598,"12:24:36",1627899876,"sunday",0,"Private",4,5
"6107c7e42cc076f9679f6855",551,"12:24:36",1627899876,"sunday",0,"Truck",2,4
"6107c7e42cc076f9679f6856",497,"12:24:36",1627899876,"sunday",0,"Truck",2,4
"6107c7e52cc076f9679f6857",600,"12:24:37",1627899877,"sunday",0,"Private",1,2
"6107c7e52cc076f9679f6858",795,"12:24:37",1627899877,"sunday",0,"Private",3,4
"6107c7e52cc076f9679f6859",815,"12:24:37",1627899877,"sunday",0,"Private",2,4
"6107c7e52cc076f9679f685a",918,"12:24:37",1627899877,"sunday",0,"Truck",1,6
"6107c7e52cc076f9679f685b",935,"12:24:37",1627899877,"sunday",0,"Private",3,4
"6107c7e52cc076f9679f685c",10,"12:24:37",1627899877,"sunday",0,"Private",3,4
"6107c7e52cc076f9679f685d",227,"12:24:37",1627899877,"sunday",0,"Van",3,4
"6107c7e52cc076f9679f685e",469,"12:24:37",1627899877,"sunday",0,"Private",5,6
"6107c7e52cc076f9679f685f",376,"12:24:37",1627899877,"sunday",0,"Private",2,4
"6107c7e62cc076f9679f6860",36,"12:24:38",1627899878,"sunday",0,"Private",3,4
"6107c7e62cc076f9679f6861",43,"12:24:38",1627899878,"sunday",0,"Truck",1,6
"6107c7e62cc076f9679f6862",179,"12:24:38",1627899878,"sunday",0,"Private",2,4
"6107c7e62cc076f9679f6863",937,"12:24:37",1627899877,"sunday",0,"Private",2,3
"6107c7e62cc076f9679f6864",461,"12:24:38",1627899878,"sunday",0,"Truck",1,6
"6107c7e62cc076f9679f6865",487,"12:24:38",1627899878,"sunday",0,"Private",2,4
"6107c7e62cc076f9679f6866",544,"12:24:38",1627899878,"sunday",0,"Private",4,6
"6107c7e62cc076f9679f6867",557,"12:24:38",1627899878,"sunday",0,"Private",4,5
"6107c7e62cc076f9679f6868",609,"12:24:38",1627899878,"sunday",0,"Van",3,4
"6107c7e62cc076f9679f6869",881,"12:24:38",1627899878,"sunday",0,"Private",2,4
"6107c7e62cc076f9679f686a",879,"12:24:38",1627899878,"sunday",0,"Private",2,3
"6107c7e72cc076f9679f686b",978,"12:24:39",1627899879,"sunday",0,"Private",2,4
"6107c7e72cc076f9679f686c",95,"12:24:39",1627899879,"sunday",0,"Van",1,2
"6107c7e72cc076f9679f686e",950,"12:24:39",1627899879,"sunday",0,"Private",3,5
"6107c7e72cc076f9679f686d",212,"12:24:39",1627899879,"sunday",0,"Truck",1,6
"6107c7e72cc076f9679f686f",111,"12:24:39",1627899879,"sunday",0,"Van",2,3
"6107c7e72cc076f9679f6870",8,"12:24:39",1627899879,"sunday",0,"Van",1,2
"6107c7e72cc076f9679f6871",222,"12:24:39",1627899879,"sunday",0,"Truck",5,6
"6107c7e72cc076f9679f6872",258,"12:24:39",1627899879,"sunday",0,"Private",3,4
"6107c7e72cc076f9679f6873",624,"12:24:39",1627899879,"sunday",0,"Private",5,6
"6107c7e72cc076f9679f6874",522,"12:24:39",1627899879,"sunday",0,"Van",3,4
"6107c7e72cc076f9679f6875",452,"12:24:39",1627899879,"sunday",0,"Truck",1,6
"6107c7e72cc076f9679f6876",620,"12:24:39",1627899879,"sunday",0,"Private",2,4
"6107c7e72cc076f9679f6877",552,"12:24:39",1627899879,"sunday",0,"Truck",1,6
"6107c7e72cc076f9679f6878",691,"12:24:39",1627899879,"sunday",0,"Van",2,3
"6107c7e72cc076f9679f6879",585,"12:24:39",1627899879,"sunday",0,"Truck",1,6
"6107c7e82cc076f9679f687a",563,"12:24:40",1627899880,"sunday",0,"Private",2,4
"6107c7e82cc076f9679f687b",930,"12:24:40",1627899880,"sunday",0,"Private",2,4
"6107c7e82cc076f9679f687c",981,"12:24:40",1627899880,"sunday",0,"Private",2,4
"6107c7e82cc076f9679f687d",410,"12:24:40",1627899880,"sunday",0,"Private",4,5
"6107c7e82cc076f9679f687e",549,"12:24:40",1627899880,"sunday",0,"Private",2,3
"6107c7e82cc076f9679f687f",207,"12:24:40",1627899880,"sunday",0,"Private",5,6
"6107c7e82cc076f9679f6880",274,"12:24:40",1627899880,"sunday",0,"Truck",4,6
"6107c7e82cc076f9679f6881",717,"12:24:40",1627899880,"sunday",0,"Private",4,5
"6107c7e92cc076f9679f6882",553,"12:24:41",1627899881,"sunday",0,"Private",5,6
"6107c7e92cc076f9679f6883",730,"12:24:41",1627899881,"sunday",0,"Truck",5,6
"6107c7e92cc076f9679f6884",821,"12:24:41",1627899881,"sunday",0,"Private",4,5
"6107c7e92cc076f9679f6885",27,"12:24:41",1627899881,"sunday",0,"Private",3,5
"6107c7e92cc076f9679f6887",933,"12:24:41",1627899881,"sunday",0,"Private",4,5
"6107c7e92cc076f9679f6886",859,"12:24:41",1627899881,"sunday",0,"Private",3,4
"6107c7e92cc076f9679f6888",251,"12:24:41",1627899881,"sunday",0,"Truck",1,6
"6107c7e92cc076f9679f6889",65,"12:24:41",1627899881,"sunday",0,"Private",2,4
"6107c7ea2cc076f9679f688a",475,"12:24:42",1627899882,"sunday",0,"Private",2,4
"6107c7ea2cc076f9679f688c",372,"12:24:42",1627899882,"sunday",0,"Truck",2,4
"6107c7ea2cc076f9679f688b",543,"12:24:42",1627899882,"sunday",0,"Truck",4,6
"6107c7ea2cc076f9679f688d",554,"12:24:42",1627899882,"sunday",0,"Truck",2,4
"6107c7ea2cc076f9679f688e",625,"12:24:42",1627899882,"sunday",0,"Private",2,4
"6107c7ea2cc076f9679f688f",127,"12:24:42",1627899882,"sunday",0,"Truck",4,6
"6107c7ea2cc076f9679f6890",758,"12:24:42",1627899882,"sunday",0,"Van",3,4
"6107c7ea2cc076f9679f6891",167,"12:24:42",1627899882,"sunday",0,"Truck",1,6
"6107c7ea2cc076f9679f6892",889,"12:24:42",1627899882,"sunday",0,"Truck",1,6
"6107c7ea2cc076f9679f6893",277,"12:24:42",1627899882,"sunday",0,"Private",2,3
"6107c7ea2cc076f9679f6894",141,"12:24:42",1627899882,"sunday",0,"Private",4,5
"6107c7ea2cc076f9679f6895",281,"12:24:42",1627899882,"sunday",0,"Truck",1,6
"6107c7ec2cc076f9679f6896",194,"12:24:43",1627899883,"sunday",0,"Private",3,4
"6107c7ec2cc076f9679f6898",231,"12:24:43",1627899883,"sunday",0,"Van",4,5
